Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link
HORMAD2-AS1	HORMAD2 And MTMR3 Antisense RNA 1	RNA Gene		14	GC22M085932	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HORMAD2-AS1
IL1R1-AS1	IL1R1 Antisense RNA 1	RNA Gene		14	GC02M102397	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1R1-AS1
JMJD1C-AS1	JMJD1C Antisense RNA 1	RNA Gene		14	GC10P063465	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JMJD1C-AS1
KLC2-AS1	KLC2 Antisense RNA 1	RNA Gene		14	GC11M141455	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLC2-AS1
LINC00548	Long Intergenic Non-Protein Coding RNA 548	RNA Gene		14	GC13M043069	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00548
LINC01250	Long Intergenic Non-Protein Coding RNA 1250	RNA Gene		14	GC02M002893	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01250
LINC01273	Long Intergenic Non-Protein Coding RNA 1273	RNA Gene		14	GC20P054351	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01273
LINC01747	Long Intergenic Non-Protein Coding RNA 1747	RNA Gene		14	GC20M022668	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01747
LINC01932	Long Intergenic Non-Protein Coding RNA 1932	RNA Gene		14	GC05P159889	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01932
LINC02295	Long Intergenic Non-Protein Coding RNA 2295	RNA Gene		14	GC14P098126	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02295
LOC100288123	Uncharacterized LOC100288123	RNA Gene		14	GC19P001822	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100288123
LOC101928525	Uncharacterized LOC101928525	RNA Gene		14	GC09M135503	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101928525
MICOS10-DT	MICOS10 Divergent Transcript	RNA Gene		14	GC01M022709	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICOS10-DT
MIR623	MicroRNA 623	RNA Gene		14	GC13P099356	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR623
NOP53-AS1	NOP53 Antisense RNA 1	RNA Gene		14	GC19M108973	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP53-AS1
PYGO2-AS1	PYGO2 And SHC1 Antisense RNA 1	RNA Gene		14	GC01P179107	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGO2-AS1
RBFADN	RBFA Downstream Neighbor	RNA Gene		14	GC18P080211	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBFADN
UBE2Q1-AS1	UBE2Q1 Antisense RNA 1	RNA Gene		14	GC01P154553	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2Q1-AS1
ZBTB46-AS1	ZBTB46 Antisense RNA 1	RNA Gene		14	GC20P063808	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB46-AS1
DAP-DT	DAP Divergent Transcript	RNA Gene		13	GC05P010757	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAP-DT
ERRFI1-DT	ERRFI1 Divergent Transcript	RNA Gene		13	GC01P075189	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERRFI1-DT
GOT1-DT	GOT1 Divergent Transcript	RNA Gene		13	GC10P124298	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOT1-DT
HLA-W	"Major Histocompatibility Complex, Class I, W (Pseudogene)"	Pseudogene		13	GC06P181850	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-W
LINC00892	Long Intergenic Non-Protein Coding RNA 892	RNA Gene		13	GC0XP136639	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00892
LINC01012	Long Intergenic Non-Protein Coding RNA 1012	RNA Gene		13	GC06P181754	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01012
LINC01475	Long Intergenic Non-Protein Coding RNA 1475	RNA Gene		13	GC10M099526	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01475
LINC02230	Long Intergenic Non-Protein Coding RNA 2230	RNA Gene		13	GC05P082819	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02230
LINC02920	Long Intergenic Non-Protein Coding RNA 2920	RNA Gene		13	GC21P021291	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02920
LINC02934	Long Intergenic Non-Protein Coding RNA 2934	RNA Gene		13	GC02P065988	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02934
LINC02979	Long Intergenic Non-Protein Coding RNA 2979	RNA Gene		13	GC18M038595	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02979
LINC02980	Long Intergenic Non-Protein Coding RNA 2980	RNA Gene		13	GC06P185218	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02980
LINC03004	Long Intergenic Non-Protein Coding RNA 3004	RNA Gene		13	GC06P183292	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC03004
LOC101927078	Uncharacterized LOC101927078	RNA Gene		13	GC05M114447	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101927078
LOC124902694	Uncharacterized LOC124902694	Protein Coding		13	GC11M141644	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124902694
MICD	MHC Class I Polypeptide-Related Sequence D (Pseudogene)	Pseudogene		13	GC06M106387	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICD
TRIB1AL	TRIB1 Associated LncRNA	RNA Gene		13	GC08P126500	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIB1AL
TSBP1-AS1	TSBP1 And BTNL2 Antisense RNA 1	RNA Gene		13	GC06P190494	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSBP1-AS1
ACTG1P20	Actin Gamma 1 Pseudogene 20	Pseudogene		12	GC01P076494	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTG1P20
ANKRD33B-AS1	ANKRD33B Antisense RNA 1	RNA Gene		12	GC05M010629	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD33B-AS1
CAMK2G-AS1	CAMK2G Antisense RNA 1	RNA Gene		12	GC10P076026	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK2G-AS1
CDC37P1	Cell Division Cycle 37 Pseudogene 1	Pseudogene		12	GC16M050873	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC37P1
CNPY2-AS1	CNPY2 Antisense RNA 1	RNA Gene		12	GC12P075440	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNPY2-AS1
EMSY-DT	EMSY Divergent Transcript	RNA Gene		12	GC11M076427	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMSY-DT
ENSG00000250264	"Novel Protein, TAP2-HLA-DOB Readthrough"	Protein Coding		12	GC06M106546	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000250264
ENSG00000254461	Novel Transcript	RNA Gene		12	GC11M139819	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000254461
ENSG00000258740	Novel Transcript	RNA Gene		12	GC14M075329	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000258740
ENSG00000268584	"Novel Transcript, Antisense To USP54"	RNA Gene		12	GC10P073601	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000268584
ERVH-1	Endogenous Retrovirus Group H Member 1	Uncategorized		12	GC04M023723	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERVH-1
ETF1P1	Eukaryotic Translation Termination Factor 1 Pseudogene 1	Pseudogene		12	GC06P181857	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETF1P1
GAPDH-DT	GAPDH Divergent Transcript	RNA Gene		12	GC12M035645	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAPDH-DT
GPR176-DT	GPR176 Divergent Transcript	RNA Gene		12	GC15P192810	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR176-DT
HLA-U	"Major Histocompatibility Complex, Class I, U (Pseudogene)"	Pseudogene		12	GC06P181853	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-U
IL6R-AS1	IL6R Antisense RNA 1	RNA Gene		12	GC01M167404	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6R-AS1
IL6ST-DT	IL6ST Divergent Transcript	RNA Gene		12	GC05P057404	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6ST-DT
KPNB1-DT	KPNB1 Divergent Transcript	RNA Gene		12	GC17M097498	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNB1-DT
KRT8P26	Keratin 8 Pseudogene 26	Pseudogene		12	GC11P065726	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT8P26
LGALSL-DT	LGALSL Divergent Transcript	RNA Gene		12	GC02M064407	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALSL-DT
LINC00533	Long Intergenic Non-Protein Coding RNA 533	RNA Gene		12	GC06M106266	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00533
LINC01147	Long Intergenic Non-Protein Coding RNA 1147	RNA Gene		12	GC14M088006	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01147
LINC01288	Long Intergenic Non-Protein Coding RNA 1288	RNA Gene		12	GC08P034784	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01288
LINC01758	Long Intergenic Non-Protein Coding RNA 1758	RNA Gene		12	GC01P069223	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01758
LINC01851	Long Intergenic Non-Protein Coding RNA 1851	RNA Gene		12	GC02P077916	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01851
LINC01989	Long Intergenic Non-Protein Coding RNA 1989	RNA Gene		12	GC17M034157	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01989
LINC01993	Long Intergenic Non-Protein Coding RNA 1993	RNA Gene		12	GC17M098139	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01993
LINC02280	Long Intergenic Non-Protein Coding RNA 2280	RNA Gene		12	GC14M124410	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02280
LINC02370	Long Intergenic Non-Protein Coding RNA 2370	RNA Gene		12	GC12P139098	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02370
LINC02414	Long Intergenic Non-Protein Coding RNA 2414	RNA Gene		12	GC12M131642	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02414
LINC02708	Long Intergenic Non-Protein Coding RNA 2708	RNA Gene		12	GC11P020291	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02708
LINC02723	Long Intergenic Non-Protein Coding RNA 2723	RNA Gene		12	GC11M139725	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02723
LINC02757	Long Intergenic Non-Protein Coding RNA 2757	RNA Gene		12	GC11M140121	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02757
LINC03015	Long Intergenic Non-Protein Coding RNA 3015	RNA Gene		12	GC07M000137	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC03015
LOC101927609	Uncharacterized LOC101927609	RNA Gene		12	GC07M017602	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101927609
LOC105370654	Uncharacterized LOC105370654	RNA Gene		12	GC14M124291	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105370654
MICE	MHC Class I Polypeptide-Related Sequence E (Pseudogene)	Pseudogene		12	GC06M106367	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICE
MLDHR	Mitochondrial Lactate Dehydrogenase Regulator	Protein Coding	C0HLV8	12	GC10P128008	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLDHR
RAI14-DT	RAI14 Divergent Transcript	RNA Gene		12	GC05M036803	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAI14-DT
RPL23AP1	Ribosomal Protein L23a Pseudogene 1	Pseudogene		12	GC06M106365	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL23AP1
SMG1P5	SMG1 Pseudogene 5	Pseudogene		12	GC16M030267	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMG1P5
TSPAN14-AS1	TSPAN14 Antisense RNA 1	RNA Gene		12	GC10M084803	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN14-AS1
UQCRHP1	Ubiquinol-Cytochrome C Reductase Hinge Protein Pseudogene 1	Pseudogene		12	GC06M106479	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRHP1
ZBTB46-AS2	ZBTB46 Antisense RNA 2	RNA Gene		12	GC20P069273	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB46-AS2
BRD7P4	Bromodomain Containing 7 Pseudogene 4	Pseudogene		11	GC06P111429	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD7P4
C2CD4D-AS1	C2CD4D And THEM5 Antisense RNA 1	RNA Gene		11	GC01P176561	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2CD4D-AS1
DUSP8P5	Dual Specificity Phosphatase 8 Pseudogene 5	Pseudogene		11	GC10P073731	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP8P5
EIF2S2P3	Eukaryotic Translation Initiation Factor 2 Subunit 2 Beta Pseudogene 3	Pseudogene		11	GC10M092668	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2S2P3
ENSG00000167807	Novel Transcript	Protein Coding		11	GC19M108110	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000167807
ENSG00000199550	Y RNA	RNA Gene		11	GC11P002372	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000199550
ENSG00000227938	Novel Transcript	RNA Gene		11	GC02M029290	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000227938
ENSG00000231355	Novel Transcript	RNA Gene		11	GC21M033482	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000231355
ENSG00000234261	Novel Transcript	RNA Gene		11	GC06M014406	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000234261
ENSG00000236304	Novel Transcript	RNA Gene		11	GC11P108347	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000236304
ENSG00000238280	Novel Transcript	RNA Gene		11	GC10M062682	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000238280
ENSG00000245156	Novel Transcript	RNA Gene		11	GC11M066269	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000245156
ENSG00000248544	"Novel Transcript, Antisense To CYFIP2"	RNA Gene		11	GC05M157375	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000248544
ENSG00000248993	Novel  Protein	Protein Coding		11	GC06M032937	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000248993
ENSG00000254810	Novel Transcript	RNA Gene		11	GC11M140122	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000254810
ENSG00000255038	"Novel Transcript, Antisense To SF3B2"	RNA Gene		11	GC11M139816	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000255038
ENSG00000256433	Novel Transcript	RNA Gene		11	GC12P006393	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000256433
ENSG00000256967	Novel Transcript	RNA Gene		11	GC12M007129	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000256967
ENSG00000257449	"Novel Transcript , Antisense To IKZF4"	RNA Gene		11	GC12M060379	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000257449
ENSG00000258199	"Novel Transcript, Sense Overlapping To SMARCC2"	RNA Gene		11	GC12M056162	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000258199
ENSG00000258820	"Novel Transcript, Antisense To A Novel Orphan Protein"	RNA Gene		11	GC14P075222	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000258820
ENSG00000259276	"Novel Transcript, Antisense To AKAP13"	RNA Gene		11	GC15M163157	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000259276
ENSG00000260063	"Novel Transcript, Antisense To ARID1A"	RNA Gene		11	GC01M034773	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000260063
ENSG00000261367	"Novel Transcript, Antisense To GDPD3"	RNA Gene		11	GC16P121008	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000261367
ENSG00000265749	"Novel Transcript, Antisense To KRBA2 And RPL26"	RNA Gene		11	GC17P153791	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000265749
ENSG00000267199	"Novel Transcript, Antisense SPIRE1"	RNA Gene		11	GC18P025139	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000267199
ENSG00000267543	"Novel Transcript, Sense Intronic To PRCD"	RNA Gene		11	GC17P076549	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000267543
ENSG00000268938	"Novel Transcript, Antisense To FKBP8"	RNA Gene		11	GC19P152108	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000268938
ENSG00000269191	"Novel Transcript, Antisense To FKBP8"	RNA Gene		11	GC19P152109	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000269191
ENSG00000269930	Novel Transcript	RNA Gene		11	GC15P192558	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000269930
ENSG00000270120	Novel Transcript	RNA Gene		11	GC16P050712	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000270120
ENSG00000270210	Novel Transcript	RNA Gene		11	GC02P028425	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000270210
ENSG00000270640	"Novel Transcript, Sense Intronic To FOSL2"	RNA Gene		11	GC02P028396	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000270640
ENSG00000272109	"Novel Transcript, Antisense To ERAP1"	RNA Gene		11	GC05P096885	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000272109
FAM151B-DT	FAM151B Divergent Transcript	RNA Gene		11	GC05M081707	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM151B-DT
HCG17	HLA Complex Group 17	RNA Gene		11	GC06M030234	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCG17
HMGN2P15	High Mobility Group Nucleosomal Binding Domain 2 Pseudogene 15	Pseudogene		11	GC17M042752	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGN2P15
LINC00604	Long Intergenic Non-Protein Coding RNA 604	RNA Gene		11	GC05P040240	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00604
LINC01744	Long Intergenic Non-Protein Coding RNA 1744	RNA Gene		11	GC01M232728	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01744
LINC02045	Long Intergenic Non-Protein Coding RNA 2045	RNA Gene		11	GC03M148076	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02045
LINC02132	Long Intergenic Non-Protein Coding RNA 2132	RNA Gene		11	GC16M085935	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02132
LINC02248	Long Intergenic Non-Protein Coding RNA 2248	RNA Gene		11	GC15P192367	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02248
LINC02329	Long Intergenic Non-Protein Coding RNA 2329	RNA Gene		11	GC14P085390	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02329
LINC02429	Long Intergenic Non-Protein Coding RNA 2429	RNA Gene		11	GC04P058986	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02429
LINC02539	Long Intergenic Non-Protein Coding RNA 2539	RNA Gene		11	GC06M137739	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02539
LINC02578	Long Intergenic Non-Protein Coding RNA 2578	RNA Gene		11	GC09P152427	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02578
LINC02829	Long Intergenic Non-Protein Coding RNA 2829	RNA Gene		11	GC06P185215	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02829
LINC02865	Long Intergenic Non-Protein Coding RNA 2865	RNA Gene		11	GC06P137923	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02865
LOC105374524	Uncharacterized LOC105374524	RNA Gene		11	GC04P030168	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105374524
LOC105374655	Uncharacterized LOC105374655	RNA Gene		11	GC05M012362	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105374655
LOC105376892	Uncharacterized LOC105376892	RNA Gene		11	GC01P076504	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105376892
LOC119746555	Uncharacterized LOC119746555	RNA Gene		11	GC20P053121	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC119746555
LOC124900380	Uncharacterized LOC124900380	Pseudogene		11	GC16M051962	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124900380
LOC124906143	Small Nucleolar RNA SNORA36 Family	RNA Gene		11	GC02M029316	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124906143
LOC124906378	Small Nucleolar RNA U3	RNA Gene		11	GC03M045341	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124906378
MICB-DT	MICB Divergent Transcript	RNA Gene		11	GC06M106450	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICB-DT
NONOP2	"Non-POU Domain Containing, Octamer-Binding Pseudogene 2"	Pseudogene		11	GC02M060937	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NONOP2
NPM1P39	Nucleophosmin 1 Pseudogene 39	Pseudogene		11	GC01P027206	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPM1P39
OR2E1P	Olfactory Receptor Family 2 Subfamily E Member 1 Pseudogene	Pseudogene		11	GC06M106244	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR2E1P
PCNPP1	PEST Containing Nuclear Protein Pseudogene 1	Pseudogene		11	GC12M111666	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNPP1
PHC1P1	Polyhomeotic Homolog 1 Pseudogene 1	Pseudogene		11	GC12M055409	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHC1P1
PPIAP9	Peptidylprolyl Isomerase A Pseudogene 9	Pseudogene		11	GC06M031518	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIAP9
PRORP-PSMA6	PRORP-PSMA6 Readthrough	RNA Gene		11	GC14P060057	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRORP-PSMA6
PSMD10P1	"Proteasome 26S Subunit, Non-ATPase, 10 Pseudogene 1"	Pseudogene		11	GC20P050913	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD10P1
RANP1	RAN Pseudogene 1	Pseudogene		11	GC06P181867	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANP1
RNF186-AS1	RNF186 Antisense RNA 1	RNA Gene		11	GC01P076000	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF186-AS1
RNU5E-4P	"RNA, U5E Small Nuclear 4, Pseudogene"	Pseudogene		11	GC01M022467	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU5E-4P
RNU6-343P	"RNA, U6 Small Nuclear 343, Pseudogene"	Pseudogene		11	GC12P056588	0.475097477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-343P
